split,width,height
validation,512,341
validation,512,512
validation,512,383
validation,512,512
validation,512,512
validation,512,512
validation,512,384
validation,512,512
validation,512,384
validation,512,512
validation,512,512
validation,512,384
validation,512,342
validation,512,512
validation,512,512
validation,308,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,384,512
validation,512,512
validation,512,512
validation,512,384
validation,512,382
validation,512,384
validation,512,512
validation,512,512
validation,512,384
validation,382,512
validation,289,512
validation,512,512
validation,512,512
validation,512,384
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,384
validation,512,512
validation,512,512
validation,512,382
validation,512,512
validation,289,512
validation,512,384
validation,384,512
validation,512,384
validation,384,512
validation,512,512
validation,384,512
validation,512,384
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,384,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,384
validation,512,512
validation,512,512
validation,512,512
validation,512,384
validation,343,512
validation,512,512
validation,384,512
validation,512,512
validation,512,384
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,382,512
validation,512,512
validation,512,384
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,384,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,384,512
validation,512,384
validation,382,512
validation,512,512
validation,512,435
validation,512,512
validation,512,384
validation,512,384
validation,512,512
validation,512,512
validation,512,384
validation,512,512
validation,512,512
validation,512,512
validation,512,382
validation,512,512
validation,512,512
validation,512,512
validation,512,341
validation,512,384
validation,512,512
validation,512,383
validation,382,512
validation,289,512
validation,512,512
validation,512,382
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,384,512
validation,512,512
validation,512,384
validation,512,384
validation,512,511
validation,512,384
validation,512,512
validation,512,512
validation,512,512
validation,512,384
validation,384,512
validation,510,512
validation,306,512
validation,512,512
validation,382,512
validation,512,512
validation,512,512
validation,512,512
validation,512,341
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,384,512
validation,512,512
validation,512,342
validation,512,384
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,382
validation,512,384
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,383
validation,512,512
validation,512,512
validation,512,384
validation,512,512
validation,512,384
validation,512,384
validation,512,289
validation,512,512
validation,512,512
validation,512,384
validation,512,512
validation,512,384
validation,512,384
validation,512,512
validation,512,512
validation,512,512
validation,512,382
validation,512,512
validation,512,512
validation,512,512
validation,512,384
validation,512,512
validation,512,512
validation,512,383
validation,512,512
validation,512,512
validation,512,382
validation,512,512
validation,512,289
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,384
validation,512,307
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,384,512
validation,512,384
validation,512,306
validation,512,512
validation,512,512
validation,512,512
validation,512,384
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,384,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,288,512
validation,512,512
validation,384,512
validation,512,512
validation,384,512
validation,512,384
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,384
validation,512,512
validation,512,512
validation,384,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,384
validation,512,383
validation,512,384
validation,512,512
validation,512,512
validation,512,512
validation,512,512
validation,512,324
validation,512,512
validation,512,343
validation,512,512
validation,512,512
validation,384,512
validation,512,512
validation,512,512
validation,512,384
validation,512,512
validation,512,382
validation,512,512
validation,512,512
validation,512,289
validation,384,512
validation,512,382
validation,512,512
validation,512,512
validation,512,512
validation,382,512
validation,382,512
